,strong_aer,mid_aer,weak_aer,minus1_lb_aer
2628,True,False,False,False
2629,False,False,False,False
2630,False,False,True,True
2631,False,False,False,True
2632,False,False,False,False
2633,False,False,False,False
2634,False,False,False,False
2635,False,False,False,True
2636,False,False,True,True
2637,True,False,False,False
2638,False,False,False,False
2639,False,False,False,True
2640,False,True,False,True
2641,False,False,False,False
2642,False,True,False,False
2643,False,False,False,False
2644,False,False,False,False
2645,True,False,False,False
2646,False,False,False,False
2647,False,True,False,False
2648,False,False,False,False
2649,False,False,False,True
2650,True,False,False,False
2651,False,False,False,False
2652,True,False,False,False
2653,False,False,False,False
2654,True,False,False,False
2655,False,False,False,True
2656,False,False,False,False
2657,False,True,False,True
2658,False,True,False,False
2659,False,False,True,True
2660,False,True,False,False
2661,False,True,False,True
2662,False,False,False,False
2663,False,True,False,False
2664,False,False,False,False
2665,False,True,False,False
2666,False,False,False,False
2667,False,False,False,False
2668,False,True,False,False
2669,False,False,False,False
2670,False,False,False,False
2671,False,True,False,True
2672,False,True,False,False
2673,False,False,False,False
2674,False,True,False,True
2675,False,True,False,True
2676,False,False,False,False
2677,False,True,False,True
2678,False,False,True,True
2679,False,False,False,False
2680,False,False,False,False
2681,False,True,False,True
2682,True,False,False,False
2683,False,False,False,False
2684,False,True,False,True
2685,False,False,False,True
2686,False,True,False,False
2687,False,True,False,False
2688,False,False,True,True
2689,False,False,False,False
2690,False,False,False,False
2691,False,True,False,False
2692,False,False,False,False
2693,False,True,False,False
2694,False,True,False,False
2695,False,False,False,False
2696,False,False,False,False
2697,True,False,False,False
2698,False,True,False,False
2699,False,True,False,False
2700,False,False,False,False
2701,False,False,False,False
2702,False,False,False,False
2703,False,False,False,True
2704,False,True,False,True
2705,False,False,False,True
2706,False,False,False,False
2707,True,False,False,False
2708,False,False,False,False
2709,True,False,False,False
2710,False,True,False,True
2711,False,False,False,False
2712,True,False,False,False
2713,True,False,False,False
2714,False,True,False,False
2715,True,False,False,False
2716,True,False,False,False
2717,False,False,False,True
2718,False,False,False,False
2719,False,False,False,False
2720,False,True,False,True
2721,False,False,False,True
2722,False,True,False,True
2723,False,False,False,True
2724,False,False,False,True
2725,False,False,False,False
2726,False,False,True,True
2727,True,False,False,False
2728,False,False,False,True
2729,False,True,False,False
2730,False,False,False,False
2731,False,False,False,False
2732,False,False,False,False
2733,False,True,False,False
2734,False,True,False,False
2735,False,False,False,False
2736,False,False,False,False
2737,False,False,False,True
2738,False,False,False,False
2739,False,False,False,False
2740,True,False,False,False
2741,True,False,False,False
2742,True,False,False,False
2743,True,False,False,False
2744,False,True,False,False
2745,False,False,False,True
2746,True,False,False,False
2747,False,False,False,False
2748,False,False,False,True
2749,False,True,False,True
2750,False,False,False,True
2751,False,True,False,False
2752,False,False,False,False
2753,False,False,False,True
2754,False,True,False,True
2755,False,True,False,True
2756,False,True,False,True
2757,False,True,False,False
2758,False,True,False,True
2759,False,True,False,True
2760,False,False,False,True
2761,True,False,False,False
2762,False,True,False,False
2763,False,True,False,True
2764,False,False,False,False
2765,False,False,False,False
2766,True,False,False,False
2767,False,True,False,True
2768,False,True,False,True
2769,False,False,False,True
2770,False,True,False,True
2771,True,False,False,False
2772,False,True,False,True
2773,True,False,False,False
2774,True,False,False,False
2775,False,False,False,False
2776,False,True,False,True
2777,False,True,False,False
2778,False,True,False,False
2779,False,False,False,False
2780,False,True,False,False
2781,False,False,True,True
2782,False,False,False,True
2783,False,True,False,False
2784,True,False,False,False
2785,False,False,False,False
2786,False,False,True,True
2787,True,False,False,False
2788,False,False,False,True
2789,False,False,False,True
2790,False,False,False,False
2791,True,False,False,False
2792,False,True,False,False
2793,False,False,False,True
2794,False,False,False,False
2795,False,False,False,False
2796,False,False,False,False
2797,True,False,False,False
2798,False,True,False,False
2799,False,True,False,False
2800,False,True,False,False
2801,False,True,False,True
2802,True,False,False,False
2803,False,False,False,False
2804,False,False,True,True
2805,True,False,False,False
2806,False,False,False,False
2807,False,True,False,False
2808,False,False,False,False
2809,False,True,False,True
2810,False,True,False,True
2811,False,True,False,False
2812,False,True,False,True
2813,False,False,False,False
2814,False,False,False,True
2815,False,False,False,True
2816,False,False,False,True
2817,False,False,False,False
2818,False,False,False,True
2819,False,True,False,False
2820,False,True,False,True
2821,True,False,False,False
2822,False,False,False,False
2823,False,True,False,False
2824,False,False,False,False
2825,False,True,False,False
2826,False,False,False,False
2827,False,True,False,False
2828,True,False,False,False
2829,False,False,False,False
2830,False,True,False,False
2831,False,True,False,True
2832,False,False,False,False
2833,False,False,False,False
2834,False,True,False,False
2835,False,False,True,True
2836,False,True,False,True
2837,False,True,False,True
2838,True,False,False,False
2839,False,False,False,False
2840,False,False,False,False
2841,False,True,False,True
2842,False,False,False,False
2843,False,False,False,False
2844,False,True,False,False
2845,False,True,False,True
2846,False,True,False,True
2847,False,True,False,False
2848,False,False,False,False
2849,False,True,False,True
2850,True,False,False,False
2851,False,False,False,True
2852,False,False,False,False
2853,True,False,False,False
2854,True,False,False,False
2855,False,False,False,True
2856,False,False,False,False
2857,False,False,False,True
2858,False,False,False,True
2859,False,False,False,False
2860,False,False,False,True
2861,False,False,False,False
2862,False,False,False,True
2863,False,False,False,False
2864,False,False,False,False
2865,False,True,False,False
2866,False,False,False,True
2867,True,False,False,False
2868,False,False,False,True
2869,False,False,False,False
2870,False,False,False,True
2871,True,False,False,False
2872,False,True,False,True
2873,False,False,False,False
2874,True,False,False,False
2875,False,False,False,False
2876,False,False,False,False
2877,True,False,False,False
2878,False,False,False,False
2879,False,False,False,True
2880,False,False,False,False
2881,False,False,False,True
2882,False,True,False,False
2883,False,True,False,True
2884,False,False,False,False
2885,False,True,False,False
2886,False,False,False,True
2887,False,False,False,False
2888,False,False,True,True
2889,False,True,False,True
2890,False,False,False,False
2891,False,True,False,False
2892,False,False,False,True
2893,False,True,False,True
2894,False,False,False,False
2895,False,False,False,False
2896,False,False,False,True
2897,True,False,False,False
2898,False,False,False,False
2899,False,True,False,False
2900,False,False,False,False
2901,False,True,False,True
2902,False,False,False,False
2903,True,False,False,False
2904,True,False,False,False
2905,False,False,False,False
2906,False,False,False,False
2907,True,False,False,False
2908,False,False,False,True
2909,True,False,False,False
2910,False,False,False,False
2911,False,False,False,True
2912,False,False,False,False
2913,True,False,False,False
2914,False,True,False,False
2915,True,False,False,False
2916,True,False,False,False
2917,False,False,False,False
2918,False,False,False,False
2919,False,False,False,False
2920,False,True,False,False
2921,False,True,False,False
2922,False,False,False,False
2923,False,False,False,False
2924,False,False,False,False
2925,False,False,False,False
2926,False,False,False,True
2927,True,False,False,False
2928,False,False,False,True
2929,False,False,False,False
2930,False,False,False,False
2931,False,False,False,True
2932,True,False,False,False
2933,True,False,False,False
2934,False,False,False,False
2935,False,False,False,False
2936,True,False,False,False
2937,True,False,False,False
2938,True,False,False,False
2939,True,False,False,False
2940,False,False,False,False
2941,False,False,True,True
2942,False,True,False,False
2943,False,False,False,False
2944,False,True,False,True
2945,False,False,False,True
2946,False,True,False,False
2947,False,False,False,True
2948,False,False,False,False
2949,False,False,False,True
2950,False,False,False,False
2951,False,False,False,False
2952,True,False,False,False
2953,False,False,False,False
2954,False,False,False,False
2955,True,False,False,False
2956,False,False,False,True
2957,False,False,False,False
2958,False,False,False,False
2959,False,True,False,False
2960,True,False,False,False
2961,False,False,False,True
2962,False,True,False,True
2963,False,False,False,False
2964,False,True,False,True
2965,False,True,False,True
2966,False,False,False,False
2967,False,False,False,True
2968,True,False,False,False
2969,False,False,False,False
2970,False,False,False,False
2971,False,False,False,False
2972,False,False,False,False
2973,False,False,False,False
2974,False,False,False,True
2975,False,False,False,True
2976,False,False,False,True
2977,False,True,False,True
2978,False,True,False,False
2979,False,True,False,True
2980,False,True,False,True
2981,False,False,True,True
2982,False,True,False,False
2983,False,False,False,False
2984,False,False,False,False
2985,False,False,False,False
2986,True,False,False,False
2987,False,False,False,False
2988,False,False,False,False
2989,False,True,False,False
2990,False,True,False,False
2991,False,True,False,True
2992,False,True,False,True
2993,False,True,False,False
2994,False,False,False,True
2995,False,False,False,True
2996,False,False,False,False
2997,False,False,True,True
2998,False,False,False,True
2999,False,False,True,True
3000,True,False,False,False
3001,False,True,False,True
3002,False,True,False,True
3003,False,False,False,False
3004,False,False,False,False
3005,False,False,True,True
3006,False,False,False,False
3007,False,True,False,False
3008,False,True,False,False
3009,False,False,False,False
3010,False,True,False,True
3011,False,False,False,False
3012,False,False,False,True
3013,False,False,False,True
3014,True,False,False,False
3015,False,False,False,False
3016,False,False,False,False
3017,False,False,False,False
3018,False,False,False,False
3019,False,True,False,False
3020,False,False,False,False
3021,False,False,False,False
3022,False,False,False,False
3023,False,False,False,False
3024,True,False,False,False
3025,False,True,False,True
3026,False,True,False,False
3027,False,False,False,False
3028,False,False,False,False
3029,True,False,False,False
3030,True,False,False,False
3031,False,False,False,True
3032,False,True,False,True
3033,False,True,False,False
3034,False,False,False,True
3035,False,False,False,False
3036,False,False,False,True
3037,False,True,False,False
3038,False,False,False,False
3039,True,False,False,False
3040,False,False,False,False
3041,False,False,False,False
3042,False,True,False,True
3043,True,False,False,False
3044,False,False,False,False
3045,False,True,False,True
3046,False,False,False,False
3047,False,False,False,True
3048,False,False,False,True
3049,False,False,False,False
3050,False,False,False,True
3051,False,False,False,False
3052,False,True,False,False
3053,False,False,False,False
3054,False,True,False,False
3055,False,False,False,True
3056,False,False,False,False
3057,False,True,False,True
3058,False,False,False,False
3059,True,False,False,False
3060,False,False,False,True
3061,False,False,False,False
3062,False,True,False,False
3063,True,False,False,False
3064,False,True,False,True
3065,False,False,False,True
3066,False,False,False,False
3067,False,False,False,False
3068,True,False,False,False
3069,True,False,False,False
3070,True,False,False,False
3071,True,False,False,False
3072,False,False,False,False
3073,False,True,False,False
3074,True,False,False,False
3075,False,False,False,False
3076,False,False,True,True
3077,False,True,False,True
3078,False,False,False,True
3079,True,False,False,False
3080,False,True,False,False
3081,True,False,False,False
3082,False,False,False,True
3083,False,False,False,False
3084,False,True,False,False
3085,False,False,False,True
3086,False,False,False,True
3087,False,True,False,True
3088,False,False,False,False
3089,False,True,False,False
3090,False,True,False,False
3091,False,True,False,False
3092,False,False,False,True
3093,False,False,False,False
3094,False,True,False,True
3095,False,False,False,False
3096,False,False,False,True
3097,False,True,False,True
3098,False,False,False,True
3099,False,False,False,True
3100,True,False,False,False
3101,False,False,False,False
3102,False,True,False,True
3103,False,False,False,True
3104,False,False,False,False
3105,False,True,False,True
3106,False,True,False,True
3107,False,False,False,False
3108,False,True,False,False
3109,False,False,False,False
3110,False,False,False,True
3111,False,False,False,False
3112,False,False,False,True
3113,False,True,False,True
3114,False,True,False,True
3115,False,True,False,True
3116,False,True,False,False
3117,False,False,False,False
3118,False,False,False,False
3119,False,False,False,False
3120,True,False,False,False
3121,False,False,False,False
3122,False,False,False,False
3123,False,False,False,False
3124,False,False,False,True
3125,False,False,False,False
3126,False,False,False,False
3127,False,False,False,True
3128,False,False,False,False
3129,False,True,False,False
3130,False,True,False,False
3131,False,False,False,True
3132,False,False,False,True
3133,False,False,False,False
3134,False,False,False,False
3135,False,False,False,False
3136,False,False,False,False
3137,False,False,False,False
3138,False,False,False,False
3139,False,True,False,True
3140,True,False,False,False
3141,False,False,False,False
3142,True,False,False,False
3143,True,False,False,False
3144,False,True,False,False
3145,False,False,False,True
3146,True,False,False,False
3147,False,False,True,True
3148,True,False,False,False
3149,False,False,False,False
3150,False,False,False,False
3151,False,False,False,False
3152,True,False,False,False
3153,True,False,False,False
3154,False,False,False,True
3155,False,False,True,True
3156,False,True,False,True
3157,False,True,False,False
3158,False,False,False,False
3159,False,False,False,False
3160,False,False,False,False
3161,False,False,False,False
3162,False,True,False,False
3163,False,False,False,False
3164,False,False,False,False
3165,False,True,False,False
3166,False,True,False,False
3167,True,False,False,False
3168,False,True,False,True
3169,False,False,False,False
3170,False,False,False,False
3171,False,False,False,False
3172,False,True,False,True
3173,False,False,False,False
3174,False,True,False,True
3175,False,True,False,False
3176,True,False,False,False
3177,True,False,False,False
3178,True,False,False,False
3179,False,False,False,False
3180,False,False,False,True
3181,True,False,False,False
3182,False,False,False,True
3183,False,False,False,True
3184,False,False,False,True
3185,True,False,False,False
3186,False,False,False,True
3187,False,False,False,False
3188,False,False,False,False
3189,True,False,False,False
3190,False,False,False,False
3191,False,False,False,False
3192,True,False,False,False
3193,True,False,False,False
3194,False,False,False,False
3195,False,True,False,True
3196,False,True,False,True
3197,False,False,False,False
3198,False,False,False,True
3199,False,False,False,False
3200,False,False,False,False
3201,False,False,False,False
3202,False,False,False,True
3203,False,False,False,True
3204,False,False,False,False
3205,False,True,False,True
3206,False,False,True,True
3207,False,False,False,True
3208,False,True,False,False
3209,True,False,False,False
3210,True,False,False,False
3211,False,True,False,True
3212,False,False,False,False
3213,False,False,False,False
3214,False,False,False,True
3215,False,False,True,True
3216,False,False,True,True
3217,False,True,False,True
3218,False,True,False,True
3219,False,False,False,False
3220,False,False,False,False
3221,False,False,False,False
3222,False,False,False,False
3223,False,False,False,False
3224,False,False,False,False
3225,False,False,False,True
3226,False,False,False,False
3227,False,False,False,False
3228,False,False,False,False
3229,False,False,False,True
3230,False,False,False,False
3231,False,False,False,False
3232,False,True,False,True
3233,False,False,False,False
3234,False,False,False,False
3235,False,False,False,False
3236,False,True,False,True
3237,False,False,False,False
3238,False,False,True,True
3239,False,False,False,False
3240,False,False,False,False
3241,False,False,False,True
3242,False,False,False,True
3243,False,False,False,False
3244,False,True,False,True
3245,False,True,False,False
3246,False,False,False,False
3247,False,False,False,True
3248,True,False,False,False
3249,True,False,False,False
3250,True,False,False,False
3251,False,False,False,False
3252,True,False,False,False
3253,False,True,False,False
3254,True,False,False,False
3255,False,True,False,False
3256,False,False,False,False
3257,False,False,False,False
3258,False,True,False,True
3259,False,False,False,False
3260,False,False,False,False
3261,False,False,False,False
3262,False,False,False,False
3263,False,True,False,True
3264,False,False,False,False
3265,False,False,False,False
3266,False,False,False,True
3267,False,False,False,False
3268,False,False,False,False
3269,True,False,False,False
3270,True,False,False,False
3271,False,True,False,False
3272,False,False,False,True
3273,False,False,False,False
3274,False,False,False,False
3275,False,False,False,False
3276,True,False,False,False
3277,False,False,False,False
3278,False,False,False,False
3279,False,False,False,True
3280,False,False,False,False
3281,False,False,False,False
3282,False,False,False,False
3283,True,False,False,False
3284,False,False,False,False
3285,True,False,False,False
3286,False,False,False,False
3287,False,True,False,False
3288,False,False,False,True
3289,False,True,False,False
3290,False,True,False,True
3291,False,False,True,True
3292,False,True,False,True
3293,False,False,False,False
3294,False,True,False,True
3295,True,False,False,False
3296,False,True,False,False
3297,False,False,False,False
3298,False,False,True,True
3299,False,False,False,False
3300,False,False,False,False
3301,False,False,False,False
3302,True,False,False,False
3303,False,True,False,True
3304,False,True,False,True
3305,False,True,False,True
3306,False,True,False,False
3307,False,False,False,False
3308,False,True,False,False
3309,False,False,True,True
3310,False,False,False,False
3311,False,False,False,False
3312,False,True,False,True
3313,False,True,False,True
3314,False,False,False,False
3315,False,False,False,False
3316,False,False,False,False
3317,False,True,False,True
3318,True,False,False,False
3319,False,False,True,True
3320,True,False,False,False
3321,False,False,False,False
3322,False,False,False,False
3323,True,False,False,False
3324,False,False,False,False
3325,False,True,False,False
3326,False,True,False,False
3327,False,False,False,False
3328,True,False,False,False
3329,False,False,False,False
3330,False,False,False,False
3331,False,True,False,True
3332,False,False,False,False
3333,False,False,False,True
3334,True,False,False,False
3335,True,False,False,False
3336,False,True,False,True
3337,False,True,False,False
3338,False,False,False,False
3339,False,False,False,False
3340,False,True,False,False
3341,False,False,False,True
3342,False,False,False,False
3343,False,False,True,True
3344,False,False,True,True
3345,False,True,False,False
3346,False,True,False,True
3347,False,False,False,False
3348,False,False,False,False
3349,False,False,False,False
3350,False,False,False,False
3351,False,False,False,False
3352,False,False,False,True
3353,True,False,False,False
3354,True,False,False,False
3355,False,False,False,False
3356,False,False,False,False
3357,True,False,False,False
3358,False,True,False,False
3359,False,False,False,False
3360,False,False,True,True
3361,False,True,False,False
3362,False,False,False,True
3363,False,False,False,False
3364,False,False,False,False
3365,False,True,False,False
3366,False,False,False,False
3367,False,False,False,False
3368,False,True,False,False
3369,True,False,False,False
3370,False,False,False,False
3371,False,True,False,True
3372,False,False,False,True
3373,True,False,False,False
3374,False,True,False,True
3375,True,False,False,False
3376,False,False,False,False
3377,False,True,False,False
3378,True,False,False,False
3379,False,False,False,True
3380,False,False,True,True
3381,True,False,False,False
3382,True,False,False,False
3383,False,True,False,False
3384,False,False,False,False
3385,False,True,False,True
3386,True,False,False,False
3387,False,True,False,False
3388,False,False,False,False
3389,True,False,False,False
3390,False,False,True,True
3391,False,True,False,True
3392,False,False,False,False
3393,False,False,False,False
3394,True,False,False,False
3395,False,False,False,True
3396,False,False,False,False
3397,False,False,False,False
3398,True,False,False,False
3399,False,False,False,False
3400,False,False,False,True
3401,False,True,False,False
3402,True,False,False,False
3403,False,False,False,False
3404,False,False,False,False
3405,False,False,False,False
3406,False,False,False,False
3407,False,False,False,False
3408,False,False,False,False
3409,False,False,False,False
3410,False,False,False,False
3411,False,False,False,False
3412,True,False,False,False
3413,False,True,False,True
3414,False,False,False,False
3415,False,False,False,False
3416,False,False,False,True
3417,False,True,False,True
3418,False,False,False,False
3419,True,False,False,False
3420,False,True,False,True
3421,False,False,False,False
3422,True,False,False,False
3423,False,True,False,True
3424,False,False,False,True
3425,True,False,False,False
3426,False,True,False,True
3427,False,True,False,False
3428,False,True,False,True
3429,False,False,False,False
3430,False,False,False,False
3431,False,False,False,False
3432,False,True,False,True
3433,False,True,False,True
3434,False,False,False,True
3435,False,False,False,True
3436,False,True,False,False
3437,True,False,False,False
3438,False,False,False,False
3439,False,True,False,False
3440,True,False,False,False
3441,False,False,False,False
3442,True,False,False,False
3443,False,True,False,False
3444,True,False,False,False
3445,False,True,False,False
3446,False,False,False,False
3447,True,False,False,False
3448,False,False,False,False
3449,False,False,False,False
3450,False,True,False,True
3451,False,True,False,False
3452,True,False,False,False
3453,False,True,False,True
3454,False,True,False,True
3455,False,False,False,True
3456,False,True,False,False
3457,False,False,False,False
3458,False,False,True,True
3459,False,True,False,True
3460,False,False,False,False
3461,False,False,False,True
3462,False,True,False,True
3463,False,False,False,False
3464,False,False,False,False
3465,False,False,False,False
3466,False,False,False,True
3467,False,False,False,False
3468,False,False,False,False
3469,False,False,False,False
3470,False,False,False,True
3471,False,False,False,True
3472,False,False,False,False
3473,False,True,False,False
3474,False,True,False,True
3475,False,False,True,True
3476,False,False,False,False
3477,False,True,False,False
3478,False,True,False,True
3479,False,False,False,False
3480,False,False,True,True
3481,False,False,False,True
3482,True,False,False,False
3483,False,True,False,True
3484,False,False,False,True
3485,False,False,False,False
3486,False,True,False,True
3487,False,False,False,False
3488,False,False,False,False
3489,False,True,False,True
3490,False,False,False,True
3491,True,False,False,False
3492,False,False,False,False
3493,False,True,False,True
3494,False,True,False,False
3495,False,False,False,False
3496,False,False,False,True
3497,False,False,False,False
3498,True,False,False,False
3499,False,False,False,False
3500,False,True,False,True
3501,False,False,False,True
3502,False,False,False,True
3503,False,True,False,True
3504,True,False,False,False
3505,False,False,False,False
3506,False,False,False,False
3507,False,True,False,False
3508,True,False,False,False
3509,False,False,False,False
3510,False,False,False,False
3511,False,False,False,False
3512,False,False,False,False
3513,False,False,True,True
3514,False,False,False,False
3515,True,False,False,False
3516,False,False,False,False
3517,False,False,False,False
3518,False,False,False,True
3519,False,False,False,False
3520,False,True,False,True
3521,True,False,False,False
3522,False,False,False,False
3523,False,False,False,False
3524,False,True,False,False
3525,True,False,False,False
3526,False,True,False,True
3527,False,False,False,False
3528,True,False,False,False
3529,False,True,False,False
3530,False,True,False,True
3531,False,True,False,False
3532,False,False,False,True
3533,True,False,False,False
3534,False,False,True,True
3535,False,False,False,False
3536,False,False,False,False
3537,False,True,False,False
3538,True,False,False,False
3539,True,False,False,False
3540,False,True,False,True
3541,False,True,False,True
3542,False,False,False,False
3543,False,False,False,True
3544,False,False,False,False
3545,False,False,False,True
3546,False,False,False,False
3547,False,False,True,True
3548,False,False,False,False
3549,False,False,False,False
3550,False,True,False,False
3551,False,True,False,True
3552,True,False,False,False
3553,False,False,False,False
3554,False,False,False,False
3555,False,True,False,False
3556,False,False,False,False
3557,True,False,False,False
3558,False,False,False,True
3559,False,False,False,True
3560,False,False,False,False
3561,False,False,False,False
3562,False,False,False,True
3563,False,False,False,False
3564,True,False,False,False
3565,True,False,False,False
3566,False,False,False,False
3567,False,False,False,False
3568,False,False,False,False
3569,False,True,False,True
3570,False,True,False,False
3571,False,False,True,True
3572,True,False,False,False
3573,False,False,False,False
3574,False,False,False,True
3575,False,True,False,False
3576,False,True,False,True
3577,True,False,False,False
3578,True,False,False,False
3579,False,False,False,False
3580,False,True,False,False
3581,False,True,False,True
3582,False,False,False,True
3583,False,True,False,False
3584,False,True,False,False
3585,True,False,False,False
3586,False,True,False,True
3587,False,False,False,True
3588,False,False,False,True
3589,False,True,False,True
3590,True,False,False,False
3591,False,False,False,False
3592,False,False,False,True
3593,True,False,False,False
3594,True,False,False,False
3595,False,False,False,True
3596,False,True,False,False
3597,True,False,False,False
3598,False,False,False,True
3599,False,False,False,False
3600,False,True,False,True
3601,False,True,False,True
3602,False,True,False,True
3603,False,False,False,False
3604,False,True,False,True
3605,True,False,False,False
3606,False,True,False,False
3607,False,False,False,False
3608,False,False,True,True
3609,False,True,False,True
3610,True,False,False,False
3611,False,False,False,True
3612,False,False,False,False
3613,False,True,False,True
3614,True,False,False,False
3615,False,False,False,True
3616,False,True,False,True
3617,False,True,False,False
3618,False,False,False,False
3619,False,False,False,False
3620,False,False,False,False
3621,False,False,False,False
3622,False,False,False,False
3623,False,False,False,False
3624,False,True,False,True
3625,False,True,False,False
3626,False,False,False,False
3627,False,True,False,False
3628,False,False,False,False
3629,False,False,True,True
3630,False,False,False,False
3631,False,True,False,True
3632,False,True,False,False
3633,False,False,False,False
3634,False,True,False,False
3635,False,False,False,False
3636,False,False,False,True
3637,False,True,False,True
3638,False,True,False,False
3639,False,False,False,False
3640,False,False,False,True
3641,True,False,False,False
3642,True,False,False,False
3643,False,False,True,True
3644,False,False,False,False
3645,False,True,False,True
3646,False,True,False,False
3647,False,False,False,False
3648,False,True,False,True
3649,False,False,False,False
3650,False,False,False,False
3651,False,True,False,False
3652,False,True,False,True
3653,False,False,False,False
3654,False,True,False,True
3655,False,False,False,False
3656,False,False,False,False
3657,False,False,True,True
3658,False,False,False,True
3659,False,True,False,True
3660,False,True,False,True
3661,False,False,False,False
3662,False,False,False,False
3663,False,False,False,False
3664,False,False,False,True
3665,False,False,False,False
3666,False,False,False,True
3667,False,False,False,False
3668,False,False,False,True
3669,False,True,False,True
3670,False,True,False,True
3671,False,True,False,True
3672,True,False,False,False
3673,False,True,False,False
3674,False,False,False,False
3675,False,True,False,False
3676,False,True,False,True
3677,False,False,False,False
3678,False,True,False,True
3679,False,False,False,False
3680,False,False,False,False
3681,False,False,False,True
3682,False,False,False,False
3683,False,False,False,False
3684,False,False,False,False
3685,False,False,False,False
3686,False,False,True,True
3687,False,False,False,False
3688,False,False,False,False
3689,False,True,False,True
3690,False,True,False,False
3691,False,False,False,False
3692,False,False,False,True
3693,False,True,False,False
3694,False,True,False,True
3695,False,False,False,False
3696,False,False,False,True
3697,False,True,False,False
3698,False,False,False,False
3699,True,False,False,False
3700,False,False,False,False
3701,False,False,True,True
3702,False,True,False,False
3703,False,True,False,False
3704,False,False,False,False
3705,True,False,False,False
3706,True,False,False,False
3707,False,False,False,True
3708,False,False,False,False
3709,False,False,False,True
3710,False,False,False,False
3711,False,False,False,False
3712,False,False,False,False
3713,True,False,False,False
3714,False,False,False,False
3715,False,False,False,False
3716,False,False,False,False
3717,False,False,False,True
3718,False,True,False,False
3719,False,False,False,False
3720,False,False,False,False
3721,False,False,False,False
3722,False,True,False,True
3723,False,False,False,False
3724,True,False,False,False
3725,False,True,False,False
3726,False,False,False,False
3727,False,False,False,False
3728,False,False,False,True
3729,False,False,True,True
3730,False,True,False,False
3731,False,True,False,True
3732,False,False,True,True
3733,False,True,False,True
3734,False,True,False,True
3735,False,False,False,False
3736,False,True,False,True
3737,False,False,False,False
3738,False,False,False,False
3739,False,False,False,False
3740,False,False,False,True
3741,False,False,True,True
3742,False,False,False,False
3743,False,False,False,False
3744,False,False,False,False
3745,False,True,False,False
3746,False,False,False,True
3747,False,False,False,True
3748,False,False,False,True
3749,False,False,False,True
3750,False,False,False,True
